x,y,x_command,y_command,angle,brake,command,ego_matrix,waypointsjunction,light_hazard,speed,steer,stop_sign_hazard,target_speed,theta,throttle,vehicle_hazard,walker_hazard
-59.497248613149466,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004356949209988258,True,4,,,True,0.0,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49722954034274,135.39025897359696,-59.49608507859991,144.99023457261904,0.0004387320533528002,True,4,,,True,3.0261971982429663e-05,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417662004863531,True,4,,,True,8.243318272275006e-07,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980911838,True,4,,,True,9.434940157059766e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619781839715,True,4,,,True,-1.3910849816674229e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661979331118,True,4,,,True,-3.925070736211297e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661984129391,True,4,,,True,2.003306027574772e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661979803486,True,4,,,True,-2.3455196854272743e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619804802466,True,4,,,True,-1.8155131529669025e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980072787,True,4,,,True,-1.9473249069303886e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619804491327,True,4,,,True,-3.1514276503099762e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.000441766197956486,True,4,,,True,-3.882798483554196e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980172186,True,4,,,True,-5.402104568073113e-10,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980408197,True,4,,,True,2.782189346423559e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619805483887,True,4,,,True,4.805891887218742e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619808222517,True,4,,,True,7.593358580078135e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661981841186,True,4,,,True,9.823897596863447e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980129778,True,4,,,True,-5.402239571076106e-10,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661979810209,True,4,,,True,-1.8154955993234244e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619815539954,True,4,,,True,2.078192056486597e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619803565863,True,4,,,True,-3.1350658819905273e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619796951617,True,4,,,True,-4.4985101177327915e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619801071607,True,4,,,True,-5.40202512314292e-10,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619800335553,True,4,,,True,-1.8156521422643968e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619805823676,True,4,,,True,-1.870037370337453e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661977990005,True,4,,,True,1.9252562865550027e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980111737,True,4,,,True,-4.476809699892212e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.0004417661980208085,True,4,,,True,8.078287543819895e-10,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619799741844,True,4,,,True,-1.8156464751504395e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619819057697,True,4,,,True,2.077745307598156e-08,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619794959466,True,4,,,True,-3.222815597219165e-09,0.0,False,4.0,1.5706743001937866,0.0,,
-59.49721046595399,135.39024371480784,-59.49608507859991,144.99023457261904,0.00044176619787718904,True,4,,,True,-4.4100253898031685e-09,0.0,False,4.0,1.5706743001937866,0.0,,
